(MA-99-3a) Population Estimates for Metropolitan Areas and Components, Annual Time Series
           April 1, 1990 to July 1, 1999 (includes April 1, 1990 Population Estimates Base)
     
Source:   Population Estimates Program, Population Division, U.S. Census Bureau, Washington, DC 20233
Contact:  Statistical Information Staff, Population Division, U.S. Census Bureau (301-457-2422)
          pop@census.gov (Please include a telephone number with email correspondence.)
     
Internet Release Date:  October 20, 2000
     
Block 1 of 2:  Population Estimates for the Years 1994-1999

                                                --------------------------Estimated Population--------------------------
Area Name                                             7/1/99      7/1/98      7/1/97      7/1/96      7/1/95      7/1/94
    Middlesex County, NJ........................     685,404     681,101     675,981     672,841     671,712
    Somerset County, NJ.........................     255,146     249,438     245,072     241,344     240,222
  Monmouth-Ocean, NJ PMSA.......................   1,021,420   1,008,134     996,753     988,659     986,395
    Monmouth County, NJ.........................     571,094     565,310     558,257     554,198     553,192
    Ocean County, NJ............................     450,326     442,824     438,496     434,461     433,203
  Nassau-Suffolk, NY PMSA.......................   2,634,763   2,624,500   2,613,323   2,608,291   2,609,212
    Nassau County, NY...........................   1,295,878   1,293,327   1,289,616   1,286,247   1,287,873
    Suffolk County, NY..........................   1,338,885   1,331,173   1,323,707   1,322,044   1,321,339
  New Haven-Meriden, CT PMSA....................     526,316     527,937     528,916     530,060     529,791
    Middlesex County (pt.)......................      17,575      17,441      17,372      17,328      17,294
      Clinton town, CT..........................      12,811      12,774      12,763      12,780      12,755
      Killingworth town, CT.....................       4,764       4,667       4,609       4,548       4,539
    New Haven County (pt.)......................     508,741     510,496     511,544     512,732     512,497
      Bethany town, CT..........................       4,185       4,176       4,174       4,176       4,174
      Branford town, CT.........................      27,260      27,346      27,427      27,560      27,547
      Cheshire town, CT.........................      26,366      26,210      26,203      25,630      25,619
      East Haven town, CT.......................      26,658      26,664      26,658      26,188      26,176
      Guilford town, CT.........................      19,710      19,753      19,825      19,840      19,831
      Hamden town, CT...........................      52,565      52,232      51,918      52,383      52,358
      Madison town, CT..........................      15,620      15,572      15,560      15,549      15,542
      Meriden city, CT..........................      58,375      58,852      59,200      59,468      59,440
      New Haven city, CT........................     127,355     128,504     128,997     130,248     130,191
      North Branford town, CT...................      13,456      13,399      13,124      12,995      12,989
      North Haven town, CT......................      22,157      22,220      22,291      22,332      22,321
      Orange town, CT...........................      12,596      12,666      12,742      12,836      12,830
      Wallingford town, CT......................      40,544      40,633      40,731      40,869      40,850
      West Haven city, CT.......................      53,525      53,888      54,359      54,324      54,299
      Woodbridge town, CT.......................       8,369       8,381       8,335       8,334       8,330
  New York, NY PMSA.............................   8,574,427   8,542,718   8,534,056   8,547,542   8,546,846
    Bronx County, NY............................   1,196,675   1,194,024   1,198,664   1,203,807   1,203,789
    Kings County, NY............................   2,286,346   2,285,209   2,288,709   2,298,970   2,300,664
    New York County, NY.........................   1,497,185   1,487,034   1,483,619   1,487,320   1,487,536
    Putnam County, NY...........................      87,952      86,835      85,495      84,227      83,941
    Queens County, NY...........................   1,954,554   1,948,705   1,948,701   1,952,097   1,951,598
    Richmond County, NY.........................     394,319     389,923     384,788     379,961     378,977
    Rockland County, NY.........................     272,058     269,374     267,548     265,938     265,475
    Westchester County, NY......................     885,338     881,614     876,532     875,222     874,866
  Newark, NJ PMSA...............................   1,927,187   1,919,111   1,913,832   1,915,943   1,915,724
    Essex County, NJ............................     771,012     772,299     773,089     777,371     777,964
    Morris County, NJ...........................     431,656     426,420     422,822     421,673     421,330
    Sussex County, NJ...........................     136,235     134,348     132,587     131,386     130,936
    Union County, NJ............................     493,981     492,518     492,668     493,557     493,819
    Warren County, NJ...........................      94,303      93,526      92,666      91,956      91,675
  Newburgh, NY-PA PMSA..........................     351,915     347,534     342,387     337,424     335,603
    Orange County, NY...........................     317,850     315,036     311,603     308,722     307,571
    Pike County, PA.............................      34,065      32,498      30,784      28,702      28,032
  Stamford-Norwalk, CT PMSA.....................     329,067     329,076     329,460     329,713     329,591
    Fairfield County (pt.)......................     329,067     329,076     329,460     329,713     329,591
      Darien town, CT...........................      18,046      18,062      18,148      18,205      18,198
      Greenwich town, CT........................      57,965      57,992      58,037      58,070      58,049
      New Canaan town, CT.......................      17,771      17,750      17,826      17,883      17,876
      Norwalk city, CT..........................      78,157      78,192      78,371      78,364      78,335
      Stamford city, CT.........................     108,347     108,285     108,108     108,147     108,107
      Weston town, CT...........................       8,613       8,604       8,625       8,644       8,641
      Westport town, CT.........................      24,197      24,254      24,379      24,421      24,412
      Wilton town, CT...........................      15,971      15,937      15,966      15,979      15,973
  Trenton, NJ PMSA..............................     328,368     327,174     326,727     326,089     325,759
    Mercer County, NJ...........................     328,368     327,174     326,727     326,089     325,759
  Waterbury, CT PMSA............................     222,717     223,102     223,147     221,934     221,758
    Litchfield County (pt.).....................      39,781      39,487      39,184      38,722      38,633
      Bethlehem town, CT........................       3,175       3,153       3,136       3,104       3,097
      Thomaston town, CT........................       7,221       7,154       7,119       6,979       6,963
      Watertown town, CT........................      21,097      20,953      20,761      20,489      20,442
      Woodbury town, CT.........................       8,288       8,227       8,168       8,150       8,131
    New Haven County (pt.)......................     182,936     183,615     183,963     183,212     183,125
      Middlebury town, CT.......................       6,050       6,090       6,129       6,171       6,168
      Naugatuck borough, CT.....................      30,390      30,506      30,554      30,636      30,621
      Prospect town, CT.........................       8,079       8,003       7,975       7,899       7,895
      Southbury town, CT........................      16,167      16,122      16,132      15,825      15,818
      Waterbury city, CT........................     107,716     108,382     108,672     108,264     108,213
      Wolcott town, CT..........................      14,534      14,512      14,501      14,417      14,410
Norfolk-Virginia Beach-Newport News, VA-NC MSA..   1,516,759   1,496,239   1,463,504   1,450,924   1,444,710
  Currituck County, NC..........................      15,189      14,652      14,213      13,806      13,736
  Gloucester County, VA.........................      32,272      31,269      30,721      30,243      30,131
  Isle of Wight County, VA......................      26,596      26,106      25,654      25,186      25,053
  James City County, VA.........................      37,716      36,764      35,966      35,022      34,779
  Mathews County, VA............................       8,553       8,420       8,385       8,354       8,348
  York County, VA...............................      50,191      46,813      44,652      42,724      42,434
  Chesapeake city, VA...........................     173,165     165,413     158,817     153,476     151,982
  Hampton city, VA..............................     138,545     136,561     135,589     134,010     133,773
  Newport News city, VA.........................     176,580     178,233     173,113     172,302     171,477
  Norfolk city, VA..............................     252,301     255,899     254,144     261,174     261,250
  Poquoson city, VA.............................      11,324      11,208      11,212      11,039      11,005
  Portsmouth city, VA...........................     104,173     104,105     103,512     103,775     103,910
  Suffolk city, VA..............................      53,991      52,998      52,634      52,278      52,143
  Virginia Beach city, VA.......................     423,741     415,491     402,910     395,826     393,089
  Williamsburg city, VA.........................      12,422      12,307      11,982      11,709      11,600
Ocala, FL MSA...................................     211,727     207,292     202,641     196,885     194,835
  Marion County, FL.............................     211,727     207,292     202,641     196,885     194,835
Odessa-Midland, TX MSA..........................     233,294     231,989     228,861     225,406     225,545
  Ector County, TX..............................     121,480     121,346     120,124     118,688     118,934
  Midland County, TX............................     111,814     110,643     108,737     106,718     106,611
Oklahoma City, OK MSA...........................     994,081     980,398     968,324     959,873     958,839
  Canadian County, OK...........................      78,736      77,115      75,902      74,669      74,409
  Cleveland County, OK..........................     184,469     180,633     177,434     174,653     174,253
  Logan County, OK..............................      29,942      29,420      29,155      29,003      29,011
  McClain County, OK............................      24,011      23,422      23,075      22,859      22,795
  Oklahoma County, OK...........................     616,886     610,581     603,982     599,916     599,611
  Pottawatomie County, OK.......................      60,037      59,227      58,776      58,773      58,760
Omaha, NE-IA MSA................................     656,742     654,666     648,457     641,331     639,580
  Pottawattamie County, IA......................      83,492      83,407      82,810      82,687      82,628
  Cass County, NE...............................      22,091      22,060      21,610      21,373      21,318
  Douglas County, NE............................     427,459     425,279     421,629     417,582     416,444
  Sarpy County, NE..............................     106,430     106,966     105,680     103,047     102,583
  Washington County, NE.........................      17,270      16,954      16,728      16,642      16,607
Orlando, FL MSA.................................   1,334,092   1,303,224   1,274,721   1,239,115   1,224,844
  Lake County, FL...............................     167,212     162,015     157,880     153,559     152,104
  Orange County, FL.............................     727,375     712,932     699,668     684,473     677,491
  Osceola County, FL............................     123,100     119,046     115,854     110,012     107,728
  Seminole County, FL...........................     316,405     309,231     301,319     291,071     287,521
Owensboro, KY MSA...............................      89,321      88,662      87,846      87,267      87,189
  Daviess County, KY............................      89,321      88,662      87,846      87,267      87,189
Panama City, FL MSA.............................     137,000     133,339     129,950     127,309     126,994
  Bay County, FL................................     137,000     133,339     129,950     127,309     126,994
Parkersburg-Marietta, WV-OH MSA.................     150,970     150,103     149,238     149,180     149,169
  Washington County, OH.........................      63,203      62,704      62,184      62,244      62,254
  Wood County, WV...............................      87,767      87,399      87,054      86,936      86,915
Pensacola, FL MSA...............................     363,513     359,812     351,715     345,479     344,406
  Escambia County, FL...........................     268,585     269,471     265,942     262,958     262,445
  Santa Rosa County, FL.........................      94,928      90,341      85,773      82,521      81,961
Peoria-Pekin, IL MSA............................     342,557     342,421     341,937     339,817     339,172
  Peoria County, IL.............................     183,339     183,640     183,956     183,087     182,827
  Tazewell County, IL...........................     125,514     125,314     124,595     123,912     123,692
  Woodford County, IL...........................      33,704      33,467      33,386      32,818      32,653
Philadelphia-Wilm-Atl City, PA-NJ-DE-MD CMSA (2)   5,949,237   5,933,672   5,922,184   5,899,602   5,893,019
  Atlantic-Cape May, NJ PMSA....................     327,554     326,121     323,799     320,411     319,416
    Atlantic County.............................     230,561     229,053     227,376     225,151     224,327
    Cape May County.............................      96,993      97,068      96,423      95,260      95,089
  Philadelphia, PA-NJ PMSA......................   4,945,454   4,937,533   4,935,789   4,925,564   4,922,257
    Burlington County, NJ.......................     404,530     402,388     400,503     396,217     395,066
    Camden County, NJ...........................     505,963     505,840     504,925     503,380     502,824
    Gloucester County, NJ.......................     237,996     235,978     234,130     231,078     230,082
    Salem County, NJ............................      65,026      65,125      65,181      65,382      65,294
    Bucks County, PA............................     560,215     553,917     549,105     543,024     541,174
    Chester County, PA..........................     391,799     386,514     382,275     377,877     376,389
    Delaware County, PA.........................     549,714     549,065     548,873     547,753     547,658
    Montgomery County, PA.......................     694,417     689,708     685,009     679,513     678,193
    Philadelphia County, PA.....................   1,535,794   1,548,998   1,565,788   1,581,340   1,585,577
  Vineland-Millville-Bridgeton, NJ PMSA.........     141,147     140,410     139,659     138,197     138,053
    Cumberland County...........................     141,147     140,410     139,659     138,197     138,053
  Wilmington-Newark, DE-MD PMSA.................     535,082     529,608     522,937     515,430     513,293
    New Castle County, DE.......................     459,316     455,121     449,709     443,567     441,946
    Cecil County, MD............................      75,766      74,487      73,228      71,863      71,347
Phoenix-Mesa, AZ MSA............................   2,444,670   2,366,971   2,302,011   2,245,805   2,238,498
  Maricopa County, AZ...........................   2,318,774   2,244,827   2,183,182   2,129,352   2,122,101
  Pinal County, AZ..............................     125,896     122,144     118,829     116,453     116,397
Pine Bluff, AR MSA..............................      84,119      84,916      85,130      85,380      85,487
  Jefferson County, AR..........................      84,119      84,916      85,130      85,380      85,487
Pittsburgh, PA MSA..............................   2,404,524   2,403,098   2,398,199   2,395,152   2,394,811
  Allegheny County, PA..........................   1,327,521   1,332,456   1,333,687   1,335,896   1,336,449
  Beaver County, PA.............................     188,396     187,848     187,009     186,266     186,093
  Butler County, PA.............................     159,485     156,487     154,687     152,633     152,013
  Fayette County, PA............................     146,490     146,002     145,788     145,337     145,351
  Washington County, PA.........................     207,078     205,940     204,978     204,615     204,584
  Westmoreland County, PA.......................     375,554     374,365     372,050     370,405     370,321
Pittsfield, MA MSA..............................      86,463      87,053      87,832      88,680      88,702
  Berkshire County (pt.)........................      86,463      87,053      87,832      88,680      88,702
      Adams town, MA............................       9,118       9,205       9,291       9,440       9,445
      Cheshire town, MA.........................       3,443       3,461       3,478       3,478       3,479
      Dalton town, MA...........................       6,955       6,977       7,036       7,097       7,099
      Hinsdale town, MA.........................       1,899       1,907       1,924       1,952       1,952
      Lanesborough town, MA.....................       3,043       3,029       3,020       3,019       3,020
      Lee town, MA..............................       5,754       5,769       5,804       5,849       5,850
      Lenox town, MA............................       4,995       5,018       5,035       4,985       4,986
      Pittsfield city, MA.......................      47,256      47,664      48,194      48,781      48,792
      Richmond town, MA.........................       1,646       1,659       1,673       1,677       1,677
      Stockbridge town, MA......................       2,354       2,364       2,377       2,402       2,402
Pocatello, ID MSA...............................      70,484      68,981      67,239      66,241      66,026
  Bannock County, ID............................      70,484      68,981      67,239      66,241      66,026
Portland, ME MSA................................     223,201     222,763     222,936     221,755     221,248
  Cumberland County (pt.).......................     202,288     201,938     202,125     200,978     200,536
      Cape Elizabeth town, ME...................       8,872       8,887       8,910       8,928       8,908
      Casco town, ME............................       3,082       3,071       3,053       3,011       3,004
      Cumberland town, ME.......................       6,260       6,185       6,152       6,117       6,103
      Falmouth town, ME.........................       7,841       7,775       7,736       7,698       7,681
      Freeport town, ME.........................       7,088       7,058       7,043       6,990       6,974
      Gorham town, ME...........................      12,290      12,111      11,997      11,744      11,720
      Gray town, ME.............................       6,075       6,019       5,974       5,871       5,858
      Long Island town, ME......................         194         196         198         201         201
      North Yarmouth town, ME...................       2,189       2,140       2,087       2,001       1,996
      Portland city, ME.........................      62,244      62,550      63,389      63,244      63,106
      Raymond town, ME..........................       3,531       3,513       3,480       3,418       3,410
      Scarborough town, ME......................      13,118      12,953      12,838      12,532      12,504
      South Portland city, ME...................      23,697      23,796      23,949      24,151      24,098
      Standish town, ME.........................       7,770       7,696       7,620       7,548       7,532
      Westbrook city, ME........................      16,433      16,481      16,254      16,245      16,208
      Windham town, ME..........................      13,461      13,381      13,341      13,176      13,148
      Yarmouth town, ME.........................       8,143       8,126       8,104       8,103       8,085
  York County (pt.).............................      20,913      20,825      20,811      20,777      20,712
      Buxton town, ME...........................       6,617       6,571       6,549       6,507       6,487
      Hollis town, ME...........................       3,679       3,644       3,636       3,594       3,583
      Limington town, ME........................       2,900       2,870       2,842       2,805       2,796
      Old Orchard Beach town, ME................       7,717       7,740       7,784       7,871       7,846
Portland-Salem, OR-WA CMSA......................   1,944,632   1,898,784   1,856,066   1,806,100   1,793,476
  Portland-Vancouver, OR-WA PMSA................   1,644,341   1,605,721   1,569,932   1,526,435   1,515,452
    Clackamas County, OR........................     303,857     296,939     289,029     280,873     278,850
    Columbia County, OR.........................      40,085      39,251      38,705      37,858      37,557
    Multnomah County, OR........................     608,342     601,137     595,008     586,000     583,887
    Washington County, OR.......................     349,809     338,825     327,712     314,928     311,554
    Yamhill County, OR..........................      71,117      69,382      67,710      65,973      65,551
    Clark County, WA............................     271,131     260,187     251,768     240,803     238,053
  Salem, OR PMSA................................     300,291     293,063     286,134     279,665     278,024
    Marion County...............................     246,221     240,162     234,749     229,734     228,483
    Polk County.................................      54,070      52,901      51,385      49,931      49,541
Providence-Fall River-Warwick, RI-MA MSA........   1,129,403   1,130,885   1,133,569   1,135,316   1,134,161
  Bristol County, MA (pt.)......................     224,407     224,033     224,412     224,910     224,634
      Attleboro city, MA........................      38,587      38,515      38,578      38,441      38,394
      Fall River city, MA.......................      91,815      91,990      92,367      92,873      92,760
      North Attleborough town, MA...............      24,932      24,821      24,838      24,950      24,919
      Rehoboth town, MA.........................       9,008       8,874       8,768       8,708       8,697
      Seekonk town, MA..........................      13,182      13,143      13,148      13,128      13,112
      Somerset town, MA.........................      17,578      17,496      17,510      17,576      17,554
      Swansea town, MA..........................      15,357      15,312      15,334      15,355      15,336
      Westport town, MA.........................      13,948      13,882      13,869      13,879      13,862
  Bristol County, RI............................      49,207      49,068      49,038      48,882      48,859
      Barrington town, RI.......................      15,741      15,778      15,808      15,856      15,848
      Bristol town, RI..........................      22,015      21,803      21,731      21,636      21,626
      Warren town, RI...........................      11,451      11,487      11,499      11,390      11,385
  Kent County, RI...............................     162,563     162,122     161,716     161,360     161,143
      Coventry town, RI.........................      32,022      31,812      31,582      31,437      31,395
      East Greenwich town, RI...................      11,950      11,905      11,883      11,808      11,792
      Warwick city, RI..........................      85,331      85,422      85,431      85,439      85,324
      West Greenwich town, RI...................       3,544       3,441       3,334       3,196       3,192
      West Warwick town, RI.....................      29,716      29,542      29,486      29,480      29,440
  Newport County, RI (pt.)......................      22,751      22,961      23,034      22,725      22,651
      Jamestown town, RI........................       5,055       5,103       5,095       5,016       5,000
      Little Compton town, RI...................       3,363       3,385       3,400       3,350       3,339
      Tiverton town, RI.........................      14,333      14,473      14,539      14,359      14,312
  Providence County, RI.........................     587,319     590,264     593,750     596,550     596,270
      Burrillville town, RI.....................      16,150      16,184      16,241      16,230      16,222
      Central Falls city, RI....................      17,256      17,407      17,586      17,755      17,747
      Cranston city, RI.........................      75,413      75,952      76,283      76,310      76,275
      Cumberland town, RI.......................      29,564      29,544      29,540      29,449      29,434
      East Providence city, RI..................      49,550      49,874      50,176      50,463      50,439
      Foster town, RI...........................       4,384       4,387       4,356       4,326       4,324
      Glocester town, RI........................       9,254       9,257       9,270       9,214       9,209
      Johnston town, RI.........................      26,497      26,510      26,493      26,407      26,394
      Lincoln town, RI..........................      18,052      17,938      17,900      17,921      17,912
      North Providence town, RI.................      32,007      32,186      32,380      32,336      32,321
      North Smithfield town, RI.................       9,908       9,822       9,808       9,792       9,787
      Pawtucket city, RI........................      70,669      71,145      71,777      72,430      72,395
      Providence city, RI.......................     156,452     157,498     158,806     160,353     160,281
      Scituate town, RI.........................       9,846       9,822       9,830       9,784       9,779
      Smithfield town, RI.......................      18,995      19,087      19,278      19,280      19,272
      Woonsocket city, RI.......................      43,322      43,651      44,026      44,500      44,479
  Washington County, RI (pt.)...................      83,156      82,437      81,619      80,889      80,604
      Charlestown town, RI......................       6,721       6,657       6,572       6,488       6,463
      Exeter town, RI...........................       5,626       5,576       5,460       5,368       5,349
      Narragansett town, RI.....................      15,334      15,241      15,128      15,061      15,004
      North Kingstown town, RI..................      24,577      24,368      24,147      23,904      23,814
      Richmond town, RI.........................       5,885       5,784       5,596       5,370       5,350
      South Kingstown town, RI..................      25,013      24,811      24,716      24,698      24,624
Provo-Orem, UT MSA..............................     291,284     280,673     271,709     264,628     263,590
  Utah County, UT...............................     291,284     280,673     271,709     264,628     263,590
Pueblo, CO MSA..................................     125,631     123,685     123,054     123,052     123,051
  Pueblo County, CO.............................     125,631     123,685     123,054     123,052     123,051
Punta Gorda, FL MSA.............................     122,970     120,055     117,371     112,729     110,975
  Charlotte County, FL..........................     122,970     120,055     117,371     112,729     110,975
Raleigh-Durham-Chapel Hill, NC MSA..............     936,045     908,593     885,494     864,269     858,516
  Chatham County, NC............................      41,270      40,597      39,883      39,170      38,979
  Durham County, NC.............................     190,890     188,219     185,590     182,774     181,844
  Franklin County, NC...........................      39,152      38,044      37,364      36,558      36,414
  Johnston County, NC...........................      88,427      86,108      83,845      81,796      81,306
  Orange County, NC.............................     100,622      97,448      95,390      94,095      93,662
  Wake County, NC...............................     475,684     458,177     443,422     429,876     426,311
Rapid City, SD MSA..............................      85,800      84,502      83,533      81,698      81,343
  Pennington County, SD.........................      85,800      84,502      83,533      81,698      81,343
Reading, PA MSA.................................     345,839     343,045     340,950     337,482     336,523
  Berks County, PA..............................     345,839     343,045     340,950     337,482     336,523
Redding, CA MSA.................................     158,520     157,319     154,034     148,660     147,036
  Shasta County, CA.............................     158,520     157,319     154,034     148,660     147,036
Reno, NV MSA....................................     274,424     268,118     262,455     256,333     254,667
  Washoe County, NV.............................     274,424     268,118     262,455     256,333     254,667
Richland-Kennewick-Pasco, WA MSA................     166,794     160,806     155,502     151,226     150,033
  Benton County, WA.............................     124,296     120,092     116,282     113,507     112,560
  Franklin County, WA...........................      42,498      40,714      39,220      37,719      37,473
Richmond-Petersburg, VA MSA.....................     904,549     893,498     880,128     869,650     865,640
  Charles City County, VA.......................       6,572       6,393       6,290       6,307       6,282
  Chesterfield County, VA.......................     229,287     224,307     218,316     211,670     209,599
  Dinwiddie County, VA..........................      22,944      21,819      21,762      22,349      22,279
  Goochland County, VA..........................      15,351      14,992      14,571      14,217      14,163
  Hanover County, VA............................      69,108      67,360      65,558      63,814      63,306
  Henrico County, VA............................     228,353     224,425     221,520     218,238     217,878
  New Kent County, VA...........................      11,097      10,941      10,787      10,563      10,466
  Powhatan County, VA...........................      17,362      16,740      16,069      15,454      15,328
  Prince George County, VA......................      28,071      28,118      26,908      27,577      27,390
  Colonial Heights city, VA.....................      16,349      16,339      16,114      16,060      16,064
  Hopewell city, VA.............................      23,199      23,533      23,234      23,129      23,101
  Petersburg city, VA...........................      37,553      38,507      38,099      37,084      37,071
  Richmond city, VA.............................     199,303     200,024     200,900     203,188     202,713
Roanoke, VA MSA.................................     227,342     226,295     226,653     225,074     224,592
  Botetourt County, VA..........................      26,159      25,702      25,506      25,071      24,992
  Roanoke County, VA............................      80,060      79,785      79,890      79,395      79,278
  Roanoke city, VA..............................      97,125      96,920      97,332      96,776      96,487
  Salem city, VA................................      23,998      23,888      23,925      23,832      23,835
Rochester, MN MSA...............................     112,557     110,307     109,072     106,966     106,470
  Olmsted County, MN............................     112,557     110,307     109,072     106,966     106,470
Rochester, NY MSA...............................   1,086,596   1,081,228   1,071,201   1,064,704   1,062,470
  Genesee County, NY............................      61,107      60,816      60,505      60,164      60,060
  Livingston County, NY.........................      64,430      63,963      62,872      62,526      62,372
  Monroe County, NY.............................     726,258     723,706     718,360     715,273     713,968
  Ontario County, NY............................      98,295      97,587      96,487      95,348      95,101
  Orleans County, NY............................      44,140      43,875      42,544      41,991      41,846
  Wayne County, NY..............................      92,366      91,281      90,433      89,402      89,123
Rockford, IL MSA................................     343,305     339,401     335,513     330,510     329,676
  Boone County, IL..............................      33,566      32,651      31,671      30,952      30,806
  Ogle County, IL...............................      48,100      47,447      46,914      46,067      45,957
  Winnebago County, IL..........................     261,639     259,303     256,928     253,491     252,913
Rocky Mount, NC MSA.............................     138,242     136,556     135,163     133,736     133,369
  Edgecombe County, NC..........................      56,012      56,217      56,359      56,565      56,692
  Nash County, NC...............................      82,230      80,339      78,804      77,171      76,677
Sacramento-Yolo, CA CMSA........................   1,598,111   1,583,460   1,562,390   1,520,816   1,506,792
  Sacramento, CA PMSA...........................   1,453,131   1,439,096   1,418,537   1,378,825   1,365,580
    El Dorado County, CA........................     141,771     137,444     133,480     128,095     125,995
    Placer County, CA...........................     192,007     186,799     181,342     175,421     172,796
    Sacramento County, CA.......................   1,119,353   1,114,853   1,103,715   1,075,309   1,066,789
  Yolo, CA PMSA.................................     144,980     144,364     143,853     141,991     141,212
    Yolo County, CA.............................     144,980     144,364     143,853     141,991     141,212
Saginaw-Bay City-Midland, MI MSA................     402,386     401,905     400,605     399,839     399,320
  Bay County, MI................................     112,114     111,987     111,690     111,790     111,723
  Midland County, MI............................      78,418      77,720      76,663      75,998      75,651
  Saginaw County, MI............................     211,854     212,198     212,252     212,051     211,946
St. Cloud, MN MSA...............................     155,315     153,294     151,733     150,070     149,509
  Benton County, MN.............................      32,113      31,596      31,051      30,389      30,185
  Stearns County, MN............................     123,202     121,698     120,682     119,681     119,324
St. Joseph, MO MSA..............................      98,236      98,109      97,742      97,786      97,715
  Andrew County, MO.............................      14,908      14,869      14,803      14,677      14,632
  Buchanan County, MO...........................      83,328      83,240      82,939      83,109      83,083
St. Louis, MO-IL MSA............................   2,526,392   2,514,350   2,506,632   2,496,138   2,492,348
  Clinton County, IL............................      34,769      34,248      34,037      33,965      33,944
  Jersey County, IL.............................      21,059      20,918      20,751      20,538      20,539
  Madison County, IL............................     254,570     253,274     251,821     249,751     249,238
  Monroe County, IL.............................      23,914      23,454      22,983      22,558      22,422
  St. Clair County, IL..........................     265,475     262,751     262,395     262,756     262,852
  Franklin County, MO...........................      84,258      83,265      82,211      81,018      80,603
  Jefferson County, MO..........................     180,335     177,509     175,064     172,432     171,380
  Lincoln County, MO............................      31,176      30,283      29,844      29,013      28,892
  St. Charles County, MO........................     232,943     225,122     219,328     214,472     212,751
  St. Louis County, MO..........................   1,000,388     998,202     996,600     994,640     993,508
  Warren County, MO.............................      21,250      20,682      20,188      19,643      19,534
  St. Louis city, MO............................     376,255     384,642     391,410     395,352     396,685
Salinas, CA MSA.................................     362,913     366,296     361,559     356,947     355,660
  Monterey County, CA...........................     362,913     366,296     361,559     356,947     355,660
Salt Lake City-Ogden, UT MSA....................   1,159,845   1,130,500   1,101,772   1,076,605   1,072,227
  Davis County, UT..............................     205,786     199,753     194,072     188,903     187,941
  Salt Lake County, UT..........................     785,515     765,977     746,440     729,029     725,956
  Weber County, UT..............................     168,544     164,770     161,260     158,673     158,330
San Angelo, TX MSA..............................      99,661      99,107      97,923      98,257      98,458
  Tom Green County, TX..........................      99,661      99,107      97,923      98,257      98,458
San Antonio, TX MSA.............................   1,403,749   1,375,455   1,348,142   1,327,378   1,324,749
  Bexar County, TX..............................   1,252,932   1,229,583   1,205,687   1,187,593   1,185,394
  Comal County, TX..............................      57,502      55,282      53,228      51,943      51,832
  Guadalupe County, TX..........................      68,586      66,768      65,899      65,019      64,873
  Wilson County, TX.............................      24,729      23,822      23,328      22,823      22,650
San Diego, CA MSA...............................   2,609,266   2,601,147   2,554,271   2,513,216   2,498,016
  San Diego County, CA..........................   2,609,266   2,601,147   2,554,271   2,513,216   2,498,016
San Francisco-Oakland-San Jose, CA CMSA.........   6,474,505   6,420,122   6,349,760   6,289,919   6,277,523
  Oakland, CA PMSA..............................   2,185,468   2,166,953   2,137,476   2,115,001   2,108,078
    Alameda County, CA..........................   1,334,736   1,328,589   1,315,144   1,305,802   1,304,347
    Contra Costa County, CA.....................     850,732     838,364     822,332     809,199     803,731
  San Francisco, CA PMSA........................   1,632,323   1,622,348   1,611,902   1,603,062   1,603,678
    Marin County, CA............................     234,606     233,528     232,088     230,263     230,096
    San Francisco County, CA....................     729,746     727,291     725,237     722,749     723,959
    San Mateo County, CA........................     667,971     661,529     654,577     650,050     649,623
  San Jose, CA PMSA.............................   1,539,465   1,523,971   1,508,020   1,497,644   1,497,577
    Santa Clara County, CA......................   1,539,465   1,523,971   1,508,020   1,497,644   1,497,577
  Santa Cruz-Watsonville, CA PMSA...............     232,600     230,983     228,984     229,385     229,734
    Santa Cruz County, CA.......................     232,600     230,983     228,984     229,385     229,734
  Santa Rosa, CA PMSA...........................     406,467     402,387     396,592     390,152     388,222
    Sonoma County, CA...........................     406,467     402,387     396,592     390,152     388,222
  Vallejo-Fairfield-Napa, CA PMSA...............     478,182     473,480     466,786     454,675     450,234
    Napa County, CA.............................     114,034     113,631     111,897     111,215     110,765
    Solano County, CA...........................     364,148     359,849     354,889     343,460     339,469
San Luis Obispo-Atascadero-Paso Robles, CA MSA..     221,030     220,353     219,091     218,117     217,162
  San Luis Obispo County, CA....................     221,030     220,353     219,091     218,117     217,162
Santa Barbara-Santa Maria-Lompoc, CA MSA........     378,009     376,523     374,051     370,420     369,608
  Santa Barbara County, CA......................     378,009     376,523     374,051     370,420     369,608
Santa Fe, NM MSA................................     127,398     123,255     120,098     117,642     117,043
  Los Alamos County, NM.........................      18,322      18,051      18,017      18,139      18,115
  Santa Fe County, NM...........................     109,076     105,204     102,081      99,503      98,928
Sarasota-Bradenton, FL MSA......................     509,931     503,663     500,928     492,496     489,483
  Manatee County, FL............................     222,404     218,783     216,883     213,179     211,707
  Sarasota County, FL...........................     287,527     284,880     284,045     279,317     277,776
Savannah, GA MSA................................     271,335     266,734     262,045     259,044     257,899
  Bryan County, GA..............................      18,794      17,487      16,353      15,665      15,438
  Chatham County, GA............................     223,685     221,850     219,148     217,365     216,774
  Effingham County, GA..........................      28,856      27,397      26,544      26,014      25,687
Scranton--Wilkes-Barre--Hazleton, PA MSA........     638,979     639,909     639,475     638,919     638,524
  Columbia County, PA...........................      64,181      64,047      63,573      63,298      63,202
  Lackawanna County, PA.........................     216,696     217,577     218,591     219,018     219,097
